jobTitle,jobClassification,jobSubClassification,advertiserName,companyName,nation,state,city,area,suburb,workType
Statisticians and Data Professionals,Government & Defence,Government - Federal,Australian Bureau of Statistics,Australian Bureau of Statistics,Australia,Victoria,South West Coast VIC,,geelong,Full Time
Statisticians and Data Professionals,Government & Defence,Other,Australian Bureau of Statistics,Australian Bureau of Statistics,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Statisticians and Data Professionals,Government & Defence,Government - Federal,Australian Bureau of Statistics,Australian Bureau of Statistics,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Statisticians and Data Professionals,Government & Defence,Other,Australian Bureau of Statistics,Australian Bureau of Statistics,Australia,Western Australia,Perth,"CBD, Inner & Western Suburbs",perth,Full Time
Statisticians and Data Professionals,Government & Defence,Government - Federal,Australian Bureau of Statistics,Australian Bureau of Statistics,Australia,Western Australia,Perth,"CBD, Inner & Western Suburbs",perth,Full Time
Statisticians and Data Professionals,Government & Defence,Other,Australian Bureau of Statistics,Australian Bureau of Statistics,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Statisticians and Data Professionals,Government & Defence,Government - Federal,Australian Bureau of Statistics,Australian Bureau of Statistics,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Tech Recruitment Consultants (Multiple Roles),Human Resources & Recruitment,Recruitment - Agency,TheDriveGroup,,Australia,New South Wales,Sydney,,surryhills,Full Time
Data Scientist- 12 Month Contract,Science & Technology,"Mathematics, Statistics & Information Sciences",Flybuys,,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Data Scientist,Information & Communication Technology,Engineering - Software,Latitude Financial Services,Latitude Financial Services,Australia,Victoria,Melbourne,CBD & Inner Suburbs,docklands,Full Time
Data Scientist,Information & Communication Technology,Other,Intelligen Pty Ltd,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",surryhills,Contract/Temp
Data Scientist (Climate Risk),Consulting & Strategy,Analysts,Bluefin Resources Pty Limited,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
"Database Developer - Junior, Mid & Senior Level Available ",Information & Communication Technology,Developers/Programmers,Kensho Data Pty Ltd,,Australia,New South Wales,Sydney,North Shore & Northern Beaches,chatswood,Full Time
Data Science / AI Engineer,Information & Communication Technology,Engineering - Software,Ampersand International,,Australia,New South Wales,Sydney,,,Full Time
PhD Scholarship: Modelling for safety signal detection with biologic medicines,Education & Training,Research & Fellowships,University of South Australia,University of South Australia,Australia,South Australia,Adelaide,,adelaide,Full Time
PhD Scholarship: Modelling for safety signal detection with biologic medicines,Education & Training,Other,University of South Australia,University of South Australia,Australia,South Australia,Adelaide,,adelaide,Full Time
Azure Data Engineer ,Information & Communication Technology,Engineering - Software,Recode Solutions Proprietary Limited,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Data Architect,Information & Communication Technology,Architects,Launch Recruitment Pty Ltd,,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Contract/Temp
Pricing Analyst,Insurance & Superannuation,Actuarial,Auto & General,Auto & General,Australia,Queensland,Brisbane,CBD & Inner Suburbs,toowong,Full Time
Data Engineer,Information & Communication Technology,Engineering - Software,Findex,Findex,Australia,Queensland,Brisbane,CBD & Inner Suburbs,brisbane,Full Time
Data Engineer,Information & Communication Technology,Engineering - Software,Findex,Findex,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Data Engineer,Information & Communication Technology,Engineering - Software,Findex,Findex,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Data Scientist,Accounting,Accounts Officers/Clerks,Aurec,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Data Analyst / Data Scientist - NV1,Information & Communication Technology,Business/Systems Analysts,The Network,,Australia,Australian Capital Territory,ACT,,canberra,Contract/Temp
Lead Data Scientist,Information & Communication Technology,Consultants,Halcyon Knights Pty Ltd,,Australia,Queensland,Brisbane,CBD & Inner Suburbs,brisbane,Full Time
Senior Analyst Operational Analytics (Data Science),Insurance & Superannuation,Other,Bluefin Resources Pty Limited,,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Organisation Professionals - Data Scientist,Information & Communication Technology,Consultants,Servian Pty Ltd,Servian,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Data Scientist,Information & Communication Technology,Developers/Programmers,Modis,,Australia,Western Australia,Perth,,perth,Contract/Temp
Data Scientist,Information & Communication Technology,Other,Healthcare Professionals Group,,Australia,New South Wales,Sydney,,,Contract/Temp
Data Scientist,Healthcare & Medical,Other,Boehringer Ingelheim Pty Ltd,Boehringer Ingelheim,Australia,New South Wales,Sydney,Ryde & Macquarie Park,,Full Time
ETL Developer,Accounting,Accounts Officers/Clerks,Robert Half Technology,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Data Officer,Science & Technology,"Mathematics, Statistics & Information Sciences",Diabetes NSW,Diabetes NSW,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",glebe,Full Time
ETL Developer,Information & Communication Technology,Developers/Programmers,Robert Half Technology,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Lead Data Scientist,Information & Communication Technology,Business/Systems Analysts,Suncorp,Suncorp,Australia,Queensland,Brisbane,CBD & Inner Suburbs,brisbane,Full Time
Lead Data Scientist,Information & Communication Technology,Other,Suncorp,Suncorp,Australia,Queensland,Brisbane,CBD & Inner Suburbs,brisbane,Full Time
Data Scientist,Information & Communication Technology,Other,FIRESOFT People,,Australia,New South Wales,Sydney,North Shore & Northern Beaches,northsydney,Full Time
Senior Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",Woodside Energy Ltd.,Woodside Energy,Australia,Western Australia,Perth,,,Full Time
Data Scientist,Information & Communication Technology,Developers/Programmers,Endeavour Group,,Australia,Victoria,Melbourne,,alphington,Full Time
Senior Data Scientist,Information & Communication Technology,Developers/Programmers,Endeavour Group,,Australia,Victoria,Melbourne,,alphington,Full Time
Senior Data Scientist,Information & Communication Technology,Developers/Programmers,Endeavour Group,,Australia,New South Wales,Sydney,,surryhills,Full Time
Data Scientist,Information & Communication Technology,Developers/Programmers,Endeavour Group,,Australia,New South Wales,Sydney,,surryhills,Full Time
Senior Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",Transport for NSW,Transport for NSW,Australia,New South Wales,Sydney,Ryde & Macquarie Park,,Full Time
Senior Data Scientist,Government & Defence,Government - State,Transport for NSW,Transport for NSW,Australia,New South Wales,Sydney,Ryde & Macquarie Park,,Full Time
Data Scientist | Machine Learning & AI,Science & Technology,"Mathematics, Statistics & Information Sciences",CircuIT Recruitment Group,,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
Sports Quantitative Analytics Specialist ,Sport & Recreation,Other,Bet Technology,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",darlinghurst,Full Time
Business Intelligence & Analytics Manager,Information & Communication Technology,Business/Systems Analysts,Demant,,Australia,New South Wales,Sydney,Ryde & Macquarie Park,macquariepark,Full Time
Business Intelligence & Analytics Manager,Information & Communication Technology,Business/Systems Analysts,Demant,,Australia,South Australia,Adelaide,,parkside,Full Time
Data Scientist ,Banking & Financial Services,Analysis & Reporting,Bluefin Resources Pty Limited,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Senior Data Scientist - Credit Risk,Science & Technology,"Mathematics, Statistics & Information Sciences",Toyota Finance Australia,Toyota Financial Services,Australia,New South Wales,Sydney,North Shore & Northern Beaches,stleonards,Contract/Temp
Data Scientist,Information & Communication Technology,Database Development & Administration,u&u. Recruitment Partners,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",Talent Insights Group Pty Ltd,,Australia,New South Wales,Sydney,,,Full Time
Senior Machine Learning Engineer,Information & Communication Technology,Engineering - Software,Talent Insights Group Pty Ltd,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Data Scientist Manager,Banking & Financial Services,Analysis & Reporting,"Randstad - Sales, Marketing & Communications",,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Data Scientist - Fast Growth Company - millions of customers!,Science & Technology,"Mathematics, Statistics & Information Sciences",Talent Insights Group Pty Ltd,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Data Scientist - Senior Consultant/Manager,Information & Communication Technology,Consultants,EY,EY,Australia,Western Australia,Perth,"CBD, Inner & Western Suburbs",perth,Full Time
Graduate Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",MURRUMBIDGEE IRRIGATION,,Australia,New South Wales,Wagga Wagga & Riverina,,griffith,Full Time
Senior Data Scientist,Information & Communication Technology,Other,Correlate Resources,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Customer Insights Analyst,Consulting & Strategy,Analysts,Correlate Resources,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Senior Scientist,Science & Technology,"Environmental, Earth & Geosciences",Department of Environment and Science,,Australia,Queensland,Brisbane,CBD & Inner Suburbs,brisbane,Full Time
Senior Scientist,Government & Defence,Government - State,Department of Environment and Science,,Australia,Queensland,Brisbane,CBD & Inner Suburbs,brisbane,Full Time
Data Scientist - Machine Learning experience ,Information & Communication Technology,Engineering - Software,Hydrogen Group Pty Ltd,,Australia,New South Wales,Sydney,,,Full Time
Data Analyst / Junior Data Scientist,Information & Communication Technology,Other,Freelancer.com,Freelancer.com,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Data Scientist,Information & Communication Technology,Other,Metcash Limited,Metcash,Australia,New South Wales,Sydney,Ryde & Macquarie Park,,Full Time
Environmental Statistician/Applied Data Scientist,Science & Technology,"Environmental, Earth & Geosciences",WaterNSW,,Australia,New South Wales,Sydney,Parramatta & Western Suburbs,parramatta,Full Time
Data Scientist - Major Australian Bank - 2 Roles ,Banking & Financial Services,Analysis & Reporting,Bluefin Resources Pty Limited,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",Komatsu Australia Limited,Komatsu,Australia,Queensland,Brisbane,CBD & Inner Suburbs,fairfield,Contract/Temp
Data Scientist / GIS Developer,Information & Communication Technology,Other,Recruitment Hive,,Australia,Australian Capital Territory,ACT,,,Contract/Temp
Data Scientist,Science & Technology,Other,Australian Institute of Sport,Australian Institute of Sport,Australia,Australian Capital Territory,ACT,,canberra,Full Time
Senior Data Scientist,Science & Technology,"Mathematics, Statistics & Information Sciences",Precision Sourcing,,Australia,New South Wales,Sydney,Parramatta & Western Suburbs,,Full Time
Senior Data Scientist,Information & Communication Technology,Database Development & Administration,The Yield,,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",surryhills,Full Time
Data Scientist - $120K + ,Banking & Financial Services,Analysis & Reporting,"Randstad - Sales, Marketing & Communications",,Australia,New South Wales,Sydney,"CBD, Inner West & Eastern Suburbs",sydney,Full Time
"Analyst, Data Scientist",Information & Communication Technology,Other,NAB,NAB,Australia,Victoria,Melbourne,CBD & Inner Suburbs,melbourne,Full Time
